# {"t_start": 1548798331.965678, "env_id": "SeaquestNoFrameskip-v4"} 
r,l,t
140.0,654,2829.946685
40.0,382,2833.406418
120.0,615,2839.159863
60.0,440,2843.181131
80.0,565,2848.387392
80.0,511,2853.170484
20.0,430,2857.17379
40.0,470,2861.570932
80.0,466,2865.902429
0.0,403,2869.564721
20.0,456,2873.760674
0.0,410,2877.573953
0.0,367,2880.993634
200.0,775,2888.362293
20.0,396,2892.022869
0.0,398,2895.637793
40.0,411,2899.455425
20.0,383,2902.963219
0.0,399,2906.59511
0.0,338,2909.631863
20.0,383,2913.176283
20.0,377,2916.705248
0.0,415,2920.550841
20.0,407,2924.330369
20.0,384,2927.892008
40.0,476,2932.367154
20.0,340,2935.449578
80.0,460,2939.698782
0.0,372,2943.151492
0.0,441,2947.153907
60.0,412,2950.98681
40.0,464,2955.301761
20.0,343,2958.513869
20.0,402,2962.174691
0.0,301,2964.911278
0.0,329,2967.949693
20.0,441,2971.945643
20.0,401,2975.598307
60.0,466,2979.849075
0.0,344,2982.981583
0.0,313,2985.750057
40.0,499,2990.456003
0.0,323,2993.438059
20.0,389,2997.068487
60.0,448,3001.147384
20.0,402,3004.894585
0.0,400,3008.64411
0.0,323,3011.624832
0.0,375,3015.110838
80.0,482,3019.59914
0.0,381,3023.046834
0.0,369,3026.401796
40.0,548,3031.512658
40.0,434,3035.551934
20.0,439,3039.642112
0.0,335,3042.746282
20.0,409,3046.401198
60.0,565,3051.702106
40.0,502,3056.450438
60.0,447,3060.588159
80.0,521,3065.360725
160.0,659,3071.55743
20.0,418,3075.396182
40.0,369,3078.703568
20.0,417,3082.532282
60.0,421,3086.344712
60.0,494,3090.990587
40.0,449,3095.154881
20.0,414,3099.044059
60.0,461,3103.318985
40.0,487,3107.852267
80.0,518,3112.630712
20.0,484,3117.076805
20.0,348,3120.319686
60.0,477,3124.770512
80.0,539,3129.798828
40.0,567,3134.988055
60.0,457,3139.273872
200.0,855,3147.364472
20.0,416,3151.231279
80.0,542,3156.334218
40.0,463,3160.544358
0.0,392,3164.136855
20.0,331,3167.174372
0.0,355,3170.386106
20.0,346,3173.55719
100.0,509,3178.265469
80.0,518,3183.063362
40.0,394,3186.732942
0.0,319,3189.690448
20.0,364,3192.982038
40.0,486,3197.523001
20.0,475,3201.989043
80.0,520,3206.813524
20.0,520,3211.697613
0.0,335,3214.808629
20.0,417,3218.720572
0.0,320,3221.667859
0.0,378,3225.201526
60.0,408,3228.991935
20.0,431,3232.977011
20.0,419,3236.754693
40.0,450,3240.962236
40.0,477,3245.464889
0.0,335,3248.561774
40.0,397,3252.269904
60.0,479,3256.695005
20.0,374,3260.080105
60.0,431,3264.069112
0.0,361,3267.422083
0.0,407,3271.124699
20.0,399,3274.850503
0.0,502,3279.535925
20.0,348,3282.771111
20.0,408,3286.60696
0.0,326,3289.599082
0.0,384,3293.189007
0.0,341,3296.34568
0.0,342,3299.587331
20.0,423,3303.572169
0.0,322,3306.574967
0.0,399,3310.311528
20.0,400,3314.045008
0.0,377,3317.53542
40.0,465,3321.902691
40.0,450,3326.147363
20.0,566,3331.398682
20.0,496,3335.913691
0.0,453,3340.138175
0.0,414,3343.905657
0.0,446,3348.023266
0.0,367,3351.385716
20.0,384,3354.839619
0.0,306,3357.722572
60.0,473,3362.176468
20.0,377,3365.692215
40.0,531,3370.690272
20.0,393,3374.302206
40.0,440,3378.287783
0.0,399,3381.99441
20.0,451,3386.227248
20.0,422,3390.143919
20.0,464,3394.38224
20.0,424,3398.391452
0.0,475,3402.776816
20.0,420,3406.604978
60.0,521,3411.426724
20.0,342,3414.47289
140.0,857,3422.410828
60.0,583,3427.87545
20.0,395,3431.587043
0.0,726,3438.391737
40.0,418,3442.296052
100.0,897,3450.709065
0.0,311,3453.502186
60.0,503,3458.200353
40.0,413,3461.922834
20.0,496,3466.562547
60.0,669,3472.844698
40.0,446,3476.8885
0.0,376,3480.34779
20.0,434,3484.350185
20.0,435,3488.334508
20.0,296,3491.092842
20.0,567,3496.410051
0.0,305,3499.233483
80.0,613,3504.827019
0.0,363,3508.138733
40.0,379,3511.54349
0.0,323,3514.47939
80.0,481,3518.866086
0.0,485,3523.406035
40.0,487,3527.826614
60.0,476,3532.218879
20.0,425,3536.153052
20.0,385,3539.660292
20.0,335,3542.747151
40.0,521,3547.573379
20.0,580,3552.916125
40.0,418,3556.704702
60.0,505,3561.465877
60.0,443,3565.538343
40.0,368,3568.934187
20.0,369,3572.349927
20.0,413,3576.0922
20.0,423,3580.045616
0.0,283,3582.570417
0.0,360,3585.867061
20.0,428,3589.76949
0.0,385,3593.247439
0.0,330,3596.335064
40.0,414,3600.156909
20.0,361,3603.502166
0.0,518,3608.236995
80.0,501,3612.895007
20.0,480,3617.24147
20.0,393,3620.722359
20.0,421,3624.59682
0.0,343,3627.798866
60.0,449,3631.885977
0.0,279,3634.453011
100.0,551,3639.470328
0.0,457,3643.692245
20.0,415,3647.501756
0.0,367,3650.845352
0.0,393,3654.367783
40.0,428,3658.234304
40.0,561,3663.502336
20.0,440,3667.551984
40.0,414,3671.270503
20.0,435,3675.259314
40.0,488,3679.768105
40.0,504,3684.397145
0.0,387,3687.961735
20.0,463,3692.277231
20.0,441,3696.251283
20.0,425,3700.188824
0.0,373,3703.569895
120.0,682,3709.851213
60.0,542,3714.854518
40.0,379,3718.401469
80.0,635,3724.411635
60.0,479,3728.890602
0.0,388,3732.492277
0.0,324,3735.43967
40.0,373,3738.839061
0.0,409,3742.611906
40.0,616,3748.253877
80.0,639,3754.197665
0.0,334,3757.236403
0.0,578,3762.487276
280.0,1043,3772.255964
200.0,841,3780.019851
140.0,752,3786.991602
60.0,471,3791.357476
180.0,747,3798.3386
380.0,1139,3808.940416
220.0,796,3816.298341
20.0,405,3820.013122
0.0,277,3822.472396
140.0,646,3828.378313
160.0,660,3834.410134
200.0,657,3840.488192
220.0,746,3847.490153
200.0,777,3854.715671
100.0,531,3859.664483
60.0,369,3863.080013
360.0,904,3871.401763
200.0,828,3879.095427
180.0,730,3885.875178
140.0,554,3890.963449
80.0,478,3895.380262
60.0,695,3901.788014
180.0,758,3908.753571
220.0,745,3915.676328
100.0,524,3920.58498
160.0,569,3925.812007
220.0,766,3932.991569
440.0,1126,3943.45794
380.0,1054,3953.40811
180.0,764,3960.46503
100.0,712,3967.037736
60.0,453,3971.140862
60.0,550,3976.250371
220.0,787,3983.602464
160.0,654,3989.697893
0.0,318,3992.52163
100.0,594,3997.96832
40.0,416,4001.850041
20.0,520,4006.684405
80.0,440,4010.679324
40.0,408,4014.460811
60.0,459,4018.596911
60.0,682,4024.802327
20.0,379,4028.355658
40.0,472,4032.683333
0.0,572,4037.94203
20.0,389,4041.472775
100.0,661,4047.547188
60.0,541,4052.59441
60.0,403,4056.365128
0.0,363,4059.648868
0.0,441,4063.644474
20.0,516,4068.429385
40.0,612,4073.975077
0.0,420,4077.780009
40.0,438,4081.826734
0.0,434,4085.805516
20.0,358,4089.094223
20.0,599,4094.538604
20.0,428,4098.449436
20.0,550,4103.481206
0.0,329,4106.429166
40.0,411,4110.18122
40.0,379,4113.593214
20.0,330,4116.692072
0.0,385,4120.249347
40.0,379,4123.769283
40.0,415,4127.609521
40.0,470,4131.921795
0.0,323,4134.843284
20.0,403,4138.530758
20.0,400,4142.176436
0.0,376,4145.638183
140.0,638,4151.533538
20.0,492,4156.087357
20.0,473,4160.413139
40.0,603,4165.960761
0.0,389,4169.446244
0.0,362,4172.72771
60.0,533,4177.65443
80.0,590,4183.060617
0.0,376,4186.45423
0.0,391,4190.038197
80.0,460,4194.224646
60.0,470,4198.646391
0.0,367,4201.98445
20.0,524,4206.818481
20.0,640,4212.675344
20.0,437,4216.669353
40.0,442,4220.785386
0.0,449,4224.872017
20.0,681,4231.194895
60.0,491,4235.650901
40.0,508,4240.389481
0.0,442,4244.40292
120.0,509,4249.09419
0.0,309,4251.845659
0.0,410,4255.666819
60.0,630,4261.428771
20.0,405,4265.142611
60.0,508,4269.703183
120.0,608,4275.279776
40.0,468,4279.641712
100.0,608,4285.394222
40.0,554,4290.433851
100.0,477,4294.941892
180.0,825,4302.569288
100.0,542,4307.518389
20.0,380,4311.053696
240.0,760,4318.160526
40.0,434,4322.222972
80.0,480,4326.580759
100.0,490,4331.138644
60.0,460,4335.405046
0.0,394,4338.971908
60.0,408,4342.727267
0.0,398,4346.352853
0.0,459,4350.659197
0.0,335,4353.659394
0.0,481,4358.085056
0.0,279,4360.601071
0.0,464,4364.881092
20.0,337,4367.942318
0.0,456,4372.125961
0.0,423,4375.949466
0.0,537,4380.831275
20.0,403,4384.517054
20.0,512,4389.22027
0.0,464,4393.49356
0.0,331,4396.46787
0.0,406,4400.240431
0.0,351,4403.415646
0.0,395,4407.057906
20.0,344,4410.233799
40.0,509,4414.881852
0.0,438,4418.963285
0.0,315,4421.771272
20.0,512,4426.505724
0.0,445,4430.558525
20.0,346,4433.698342
0.0,411,4437.432425
0.0,377,4440.93064
40.0,354,4444.14532
0.0,337,4447.193335
0.0,314,4450.016576
60.0,654,4456.064301
20.0,371,4459.490782
0.0,431,4463.515001
0.0,441,4467.509112
0.0,350,4470.693915
20.0,425,4474.516232
0.0,358,4477.804499
0.0,323,4480.661183
40.0,430,4484.633245
0.0,317,4487.469179
140.0,610,4493.172219
40.0,503,4497.765615
80.0,645,4503.716167
60.0,581,4509.091217
20.0,400,4512.777527
20.0,356,4516.103601
0.0,366,4519.470237
20.0,552,4524.507547
40.0,499,4529.084357
0.0,396,4532.712943
0.0,421,4536.493961
0.0,764,4543.47715
20.0,447,4547.56577
80.0,708,4554.143522
0.0,488,4558.580917
0.0,340,4561.707912
0.0,380,4565.213868
20.0,390,4568.823624
0.0,408,4572.562233
20.0,441,4576.598273
0.0,304,4579.307252
0.0,338,4582.473844
0.0,310,4585.274155
0.0,417,4589.045484
20.0,393,4592.632093
0.0,404,4596.297221
0.0,410,4600.104125
20.0,349,4603.280614
0.0,304,4606.03278
0.0,367,4609.440994
0.0,297,4612.173601
20.0,363,4615.512779
0.0,391,4619.017886
0.0,329,4622.017245
0.0,324,4625.004797
120.0,537,4629.893432
0.0,404,4633.667316
20.0,371,4637.028083
0.0,316,4639.832038
0.0,340,4642.980308
0.0,329,4646.02825
0.0,312,4648.930349
60.0,502,4653.584902
0.0,314,4656.409436
0.0,323,4659.422829
20.0,486,4663.953408
0.0,410,4667.743032
20.0,510,4672.45181
0.0,421,4676.281307
0.0,354,4679.629879
120.0,705,4686.11308
0.0,328,4689.091283
20.0,386,4692.606259
20.0,363,4695.901533
180.0,663,4702.055874
0.0,317,4705.010566
20.0,597,4710.45889
40.0,428,4714.460379
20.0,556,4719.560337
0.0,406,4723.313528
80.0,468,4727.548227
60.0,551,4732.668562
0.0,443,4736.753748
80.0,500,4741.317509
0.0,520,4746.108004
40.0,357,4749.333443
40.0,384,4752.934445
0.0,413,4756.66827
140.0,536,4761.577304
0.0,353,4764.737774
80.0,479,4769.102482
240.0,868,4776.979692
160.0,667,4783.103014
0.0,331,4786.150697
40.0,434,4790.041761
20.0,335,4793.089351
40.0,592,4798.46989
60.0,569,4803.623321
20.0,408,4807.33275
100.0,423,4811.237123
300.0,874,4819.349891
160.0,660,4825.539242
140.0,767,4832.570314
60.0,469,4836.849475
260.0,1090,4847.052749
180.0,787,4854.270748
60.0,477,4858.638783
260.0,1060,4868.424472
220.0,908,4876.802719
200.0,647,4882.721463
140.0,664,4888.823998
320.0,1000,4898.253998
220.0,739,4905.154943
200.0,716,4911.734149
200.0,704,4918.193954
120.0,580,4923.497371
240.0,950,4932.294217
200.0,702,4938.8034
100.0,575,4944.181745
180.0,789,4951.482699
220.0,783,4958.708941
120.0,614,4964.529882
180.0,724,4971.209457
280.0,1021,4980.759426
240.0,1011,4990.146314
100.0,653,4996.151319
40.0,437,5000.147933
0.0,336,5003.166708
140.0,722,5009.815557
240.0,882,5017.936924
160.0,841,5025.742006
200.0,746,5032.631286
100.0,564,5037.781579
40.0,447,5041.893307
40.0,464,5046.163688
20.0,571,5051.420706
80.0,577,5056.728298
20.0,462,5061.071609
0.0,401,5064.813355
20.0,541,5069.689968
20.0,389,5073.252485
20.0,389,5076.746023
60.0,409,5080.509111
60.0,492,5085.005553
0.0,303,5087.819402
60.0,479,5092.203566
0.0,437,5096.161099
80.0,654,5102.146441
20.0,389,5105.76386
60.0,407,5109.486641
60.0,588,5114.899069
0.0,513,5119.553172
60.0,549,5124.589564
0.0,281,5127.164127
20.0,346,5130.368578
0.0,395,5134.054275
40.0,399,5137.681702
60.0,449,5141.812521
100.0,503,5146.413134
80.0,478,5150.872139
240.0,818,5158.484948
200.0,843,5166.355435
260.0,965,5175.404238
140.0,582,5180.732291
40.0,505,5185.394436
480.0,1130,5195.998946
200.0,709,5202.568657
240.0,1026,5212.02338
60.0,491,5216.594167
80.0,606,5222.115779
0.0,365,5225.536906
40.0,565,5230.756295
40.0,571,5236.004449
0.0,316,5238.802762
80.0,421,5242.643903
80.0,422,5246.488236
360.0,1165,5257.551188
40.0,507,5262.253926
20.0,373,5265.619212
20.0,355,5268.925505
20.0,333,5271.945583
80.0,559,5277.060787
60.0,429,5281.092885
140.0,843,5288.918294
120.0,542,5293.991748
340.0,1012,5303.392377
220.0,881,5311.53492
40.0,489,5315.973272
0.0,327,5318.965703
160.0,729,5325.636851
80.0,633,5331.451627
