# {"t_start": 1548777949.9553475, "env_id": "PongNoFrameskip-v4"} 
r,l,t
21.0,1632,16451.36872
20.0,1660,16466.506613
20.0,1752,16482.376932
21.0,1632,16497.302654
18.0,1755,16513.216348
21.0,1630,16528.06078
20.0,1771,16544.211558
20.0,1683,16559.528238
21.0,1628,16574.17412
20.0,1727,16589.868165
16.0,1897,16606.957057
21.0,1630,16621.735495
17.0,1947,16639.379795
18.0,1801,16655.791692
21.0,1636,16670.579942
19.0,1808,16686.973978
20.0,1689,16702.377373
21.0,1655,16717.464306
20.0,1705,16732.912401
21.0,1631,16747.775935
20.0,1665,16762.926925
20.0,1699,16778.366416
21.0,1631,16793.234213
21.0,1634,16808.029564
21.0,1626,16822.917989
20.0,1785,16839.196875
19.0,1742,16855.038496
19.0,1713,16870.650589
21.0,1633,16885.490049
17.0,1879,16902.604622
19.0,1829,16919.270715
20.0,1665,16934.29611
21.0,1834,16950.903153
21.0,1631,16965.763369
17.0,2112,16985.09583
20.0,1690,17000.435782
19.0,1810,17016.829023
11.0,2067,17035.522703
18.0,1839,17052.365202
19.0,1750,17068.26279
20.0,1657,17083.316646
21.0,1629,17098.208414
20.0,1664,17113.378691
21.0,1628,17128.077032
20.0,1706,17143.62469
20.0,1656,17158.772212
21.0,1629,17173.659114
20.0,1743,17189.417234
21.0,1625,17204.238202
21.0,1628,17219.006999
20.0,1764,17234.942862
20.0,1684,17250.185793
21.0,1708,17265.820162
20.0,1716,17281.39974
19.0,1779,17297.589346
19.0,1792,17313.869669
20.0,1714,17329.320969
20.0,1746,17345.234265
21.0,1629,17360.075956
19.0,1793,17376.326189
20.0,1694,17391.746125
19.0,1742,17407.676913
21.0,1690,17422.971397
20.0,1684,17438.22771
20.0,1768,17454.302988
20.0,1721,17469.980021
20.0,1716,17485.479033
20.0,1754,17501.483618
20.0,1768,17517.522479
21.0,1631,17532.347651
21.0,1630,17547.28033
20.0,1716,17562.818996
19.0,1822,17579.337132
19.0,1763,17595.384956
21.0,1633,17610.194098
20.0,1655,17625.256479
19.0,1751,17641.185538
19.0,1780,17657.525552
21.0,1628,17672.308742
21.0,1629,17687.252178
19.0,1834,17703.936621
20.0,1701,17719.498751
20.0,1784,17735.754436
21.0,1688,17751.043927
20.0,1889,17768.150401
21.0,1626,17782.923155
20.0,1745,17798.881768
21.0,1631,17813.648609
21.0,1628,17828.476309
21.0,1626,17843.391915
20.0,1707,17858.980981
19.0,1825,17875.476901
16.0,2023,17893.929919
18.0,1885,17911.105543
19.0,1800,17927.486141
21.0,1635,17942.445515
20.0,1744,17958.353684
19.0,1982,17976.268012
20.0,1811,17992.846579
21.0,1667,18008.017889
21.0,1632,18022.862785
20.0,1661,18037.931308
21.0,1691,18053.179556
20.0,1706,18068.700007
21.0,1628,18083.426049
21.0,1692,18098.830488
21.0,1690,18114.199586
21.0,1692,18129.597266
