# {"t_start": 1549017187.4410937, "env_id": "SpaceInvadersNoFrameskip-v4"} 
r,l,t
355.0,902,16731.373025
625.0,897,16739.443294
425.0,817,16746.811408
335.0,750,16753.660547
385.0,717,16760.082382
945.0,1059,16769.701867
590.0,860,16777.448119
185.0,559,16782.491952
430.0,756,16789.295492
270.0,701,16795.6475
605.0,1032,16804.898892
325.0,563,16809.931631
495.0,757,16816.733021
325.0,697,16823.06075
525.0,839,16830.689944
945.0,1093,16840.432909
180.0,427,16844.374574
505.0,911,16852.606312
520.0,985,16861.576269
285.0,536,16866.464709
720.0,1002,16875.490317
195.0,530,16880.354594
285.0,530,16885.130997
395.0,753,16891.999307
225.0,585,16897.402664
415.0,864,16905.285811
245.0,621,16910.895702
385.0,895,16919.076527
710.0,1213,16929.857845
390.0,733,16936.610991
385.0,778,16943.684239
475.0,1093,16953.560269
325.0,721,16960.248646
360.0,813,16967.49596
390.0,723,16973.9928
305.0,654,16979.883436
215.0,578,16985.18533
465.0,1145,16995.448896
330.0,719,17001.956904
365.0,908,17010.164804
655.0,1116,17020.298031
810.0,1006,17029.442757
915.0,1142,17039.774908
390.0,711,17046.169214
245.0,570,17051.298196
470.0,915,17059.489444
225.0,468,17063.731517
800.0,1127,17073.797182
335.0,721,17080.269088
500.0,896,17088.24616
420.0,878,17096.350496
350.0,798,17103.564858
180.0,565,17108.695472
225.0,553,17113.723477
345.0,720,17120.244596
730.0,955,17128.841076
575.0,823,17136.161089
1005.0,1037,17145.469801
225.0,609,17150.971374
420.0,965,17159.45085
305.0,629,17164.970527
555.0,1091,17174.565209
400.0,508,17179.114495
390.0,816,17186.232254
440.0,1075,17196.019951
600.0,885,17204.031358
370.0,761,17210.865721
545.0,1058,17220.375402
350.0,846,17228.088638
690.0,836,17235.549947
160.0,465,17239.5877
545.0,1274,17250.604447
395.0,723,17257.057272
190.0,474,17261.232243
1000.0,1245,17271.943539
275.0,655,17278.380312
520.0,999,17287.342125
210.0,560,17292.459355
570.0,874,17300.062229
225.0,534,17304.76351
225.0,514,17309.368028
600.0,1032,17318.438724
605.0,1152,17328.437068
505.0,1064,17338.672778
345.0,631,17344.935323
330.0,585,17350.124372
1035.0,1537,17363.831244
600.0,932,17373.07626
250.0,593,17378.58291
380.0,814,17386.726547
425.0,878,17396.429218
845.0,1237,17410.241347
320.0,546,17416.583482
580.0,1308,17431.299924
430.0,888,17441.693492
490.0,1146,17452.692107
275.0,544,17457.563751
600.0,1149,17467.922139
350.0,825,17475.437022
295.0,732,17481.95667
495.0,661,17487.819487
430.0,970,17496.238967
220.0,626,17501.868026
350.0,718,17508.066759
430.0,930,17516.441127
440.0,787,17524.925718
475.0,924,17533.26961
345.0,773,17540.191867
465.0,1027,17550.515351
200.0,505,17555.280633
510.0,978,17565.300026
465.0,789,17574.66687
395.0,863,17584.270356
260.0,653,17591.930054
320.0,881,17601.97709
385.0,772,17610.722173
315.0,606,17617.702878
570.0,1131,17630.392074
370.0,744,17639.085458
295.0,703,17646.808424
335.0,911,17657.759298
335.0,707,17665.450513
380.0,915,17676.352352
410.0,934,17686.873241
305.0,573,17693.394632
385.0,700,17701.446189
240.0,510,17707.411231
205.0,675,17714.87677
290.0,601,17721.586585
210.0,680,17729.37706
215.0,600,17736.386988
605.0,1222,17750.374802
190.0,511,17756.182812
205.0,592,17762.993968
690.0,970,17773.717108
545.0,1050,17785.464766
265.0,686,17793.482493
280.0,729,17801.933961
360.0,771,17810.391195
515.0,1089,17822.705567
340.0,770,17831.777058
305.0,571,17838.379836
150.0,500,17844.030875
580.0,784,17852.763677
515.0,740,17861.061323
520.0,672,17868.871138
490.0,792,17877.943424
285.0,538,17884.094492
250.0,653,17891.304641
250.0,639,17898.730354
310.0,600,17905.663744
470.0,965,17916.436663
305.0,615,17923.346214
295.0,663,17931.042519
240.0,707,17939.405415
605.0,913,17949.589889
535.0,1031,17961.172261
460.0,486,17966.789513
380.0,536,17972.98909
680.0,1151,17986.054287
370.0,805,17995.387843
335.0,700,18003.52404
250.0,695,18011.137816
125.0,544,18017.365626
840.0,1411,18033.715703
355.0,897,18043.666469
430.0,735,18052.376116
435.0,686,18060.368074
710.0,922,18070.576845
525.0,805,18079.803267
340.0,611,18086.566728
455.0,613,18093.487856
320.0,839,18103.390908
395.0,661,18111.173489
255.0,595,18117.992784
480.0,981,18129.027803
375.0,717,18137.275995
605.0,1254,18151.21265
470.0,946,18162.386414
600.0,1081,18174.670558
265.0,701,18182.421273
490.0,730,18190.434224
785.0,1608,18208.953033
455.0,999,18220.587536
495.0,944,18231.116029
525.0,1164,18244.431973
490.0,880,18254.198914
335.0,935,18262.731789
490.0,962,18271.461234
250.0,571,18276.627312
125.0,519,18281.304369
405.0,819,18288.667085
385.0,892,18296.767272
155.0,468,18301.078556
605.0,816,18308.553489
375.0,997,18317.635489
85.0,408,18321.294872
780.0,874,18329.238549
740.0,1076,18338.956026
500.0,969,18347.853645
365.0,793,18355.060066
395.0,923,18363.454955
540.0,1258,18374.833397
385.0,879,18382.811014
470.0,1057,18392.394033
80.0,417,18396.263497
545.0,856,18404.028766
400.0,635,18409.875915
460.0,974,18418.625074
185.0,571,18423.910693
455.0,820,18431.376413
500.0,1080,18441.128526
600.0,1240,18452.31428
550.0,849,18460.068669
500.0,870,18468.010535
580.0,1076,18477.67214
235.0,591,18482.973057
470.0,829,18490.397124
575.0,1011,18499.479453
245.0,753,18506.421508
540.0,967,18515.172461
245.0,427,18519.067737
410.0,837,18526.654521
545.0,786,18533.782495
380.0,712,18540.192385
105.0,258,18542.532436
340.0,648,18548.375745
325.0,764,18555.269619
330.0,776,18562.263862
595.0,1009,18571.39174
505.0,739,18578.269325
340.0,717,18584.755334
185.0,485,18589.184405
680.0,900,18597.283812
545.0,585,18602.597179
575.0,1024,18611.756033
245.0,567,18616.927365
355.0,782,18623.992313
445.0,1043,18633.290443
470.0,681,18639.588278
670.0,923,18647.958684
320.0,803,18655.325719
490.0,965,18664.027617
310.0,586,18669.423824
185.0,496,18673.946538
490.0,981,18682.810273
315.0,729,18689.601113
425.0,885,18697.639375
435.0,863,18705.457423
335.0,672,18711.56974
390.0,762,18718.458636
345.0,622,18724.104237
545.0,875,18731.997487
290.0,557,18737.007378
765.0,804,18744.331796
435.0,1040,18753.7412
245.0,715,18760.372177
510.0,879,18768.385727
415.0,838,18775.914572
345.0,717,18782.452202
530.0,943,18790.930446
575.0,934,18799.341822
480.0,698,18805.578457
195.0,337,18808.562183
220.0,487,18813.068214
200.0,674,18819.19613
425.0,741,18825.92842
255.0,703,18832.297262
270.0,648,18838.298376
420.0,637,18844.083939
850.0,903,18852.166334
305.0,627,18857.855731
245.0,688,18864.153927
195.0,476,18868.511778
255.0,611,18874.060076
355.0,602,18879.524233
315.0,607,18885.085691
370.0,791,18892.262788
530.0,956,18900.836036
300.0,652,18906.720032
440.0,795,18913.96967
300.0,687,18920.334573
310.0,690,18926.729034
440.0,591,18932.098322
325.0,665,18938.115453
345.0,668,18944.161806
405.0,813,18951.535547
255.0,576,18956.852875
175.0,469,18961.13526
745.0,1051,18970.490164
265.0,647,18976.350426
445.0,912,18984.543705
520.0,999,18993.485198
300.0,678,18999.643668
350.0,697,19005.94163
295.0,688,19012.104753
685.0,1057,19021.582896
260.0,691,19027.824552
145.0,641,19033.627349
250.0,815,19041.123951
680.0,1046,19050.538723
330.0,704,19056.948013
630.0,1213,19067.787218
250.0,637,19073.56954
320.0,690,19079.918387
355.0,806,19087.214542
240.0,641,19093.187433
305.0,918,19101.459068
450.0,847,19109.235797
270.0,643,19115.06312
305.0,702,19121.410833
420.0,731,19128.110865
355.0,862,19135.900898
200.0,619,19141.504766
335.0,847,19149.142229
480.0,873,19157.034642
205.0,461,19161.286657
135.0,603,19166.747997
300.0,720,19173.256724
310.0,736,19180.024679
400.0,1014,19189.179037
225.0,541,19194.195767
680.0,1335,19206.183461
210.0,581,19211.474694
215.0,637,19217.257223
100.0,367,19220.561759
260.0,533,19225.443424
330.0,1023,19234.865267
245.0,694,19241.127491
220.0,442,19245.154281
465.0,811,19252.613225
670.0,873,19260.480398
240.0,670,19266.690098
245.0,606,19272.315637
495.0,692,19278.488197
395.0,706,19285.008867
275.0,576,19290.226836
210.0,481,19294.606197
135.0,585,19299.864682
95.0,284,19302.480524
110.0,485,19306.830184
130.0,600,19312.236196
545.0,1276,19323.580949
370.0,840,19331.242567
345.0,738,19338.083808
450.0,728,19344.650445
800.0,1285,19356.166003
250.0,554,19361.168415
455.0,986,19369.988256
1000.0,1379,19381.934917
255.0,684,19387.927457
420.0,760,19394.75868
495.0,815,19402.037652
285.0,583,19407.116901
245.0,599,19412.355857
660.0,953,19420.741437
260.0,673,19427.459962
485.0,862,19435.477591
260.0,516,19440.053968
165.0,709,19446.266696
530.0,710,19452.515326
450.0,890,19461.560324
335.0,778,19468.433498
370.0,632,19473.965736
145.0,476,19479.640747
415.0,889,19489.412259
435.0,1033,19501.089074
545.0,860,19511.002335
575.0,1379,19526.657581
170.0,669,19534.204413
385.0,1195,19547.885634
275.0,712,19555.752196
290.0,728,19564.129371
480.0,959,19575.300142
900.0,1024,19586.796286
465.0,887,19596.630868
375.0,779,19605.601988
305.0,685,19613.360919
125.0,478,19618.577244
520.0,839,19628.273658
605.0,947,19638.684025
365.0,611,19645.622971
415.0,692,19653.575274
335.0,816,19661.082669
415.0,711,19667.451754
625.0,554,19672.643722
650.0,1107,19682.634493
370.0,663,19688.770153
125.0,532,19693.723454
435.0,844,19701.357766
445.0,888,19709.554881
605.0,945,19718.141006
385.0,629,19723.801143
390.0,870,19731.791426
360.0,613,19737.434812
395.0,912,19745.732653
285.0,542,19750.615641
670.0,1008,19759.702607
215.0,555,19764.701254
410.0,692,19770.950559
465.0,990,19779.841769
170.0,490,19784.35648
325.0,737,19791.010623
300.0,601,19796.471625
775.0,937,19804.927853
465.0,850,19812.571318
515.0,566,19817.757056
455.0,760,19824.644928
465.0,553,19829.742657
360.0,692,19835.933746
625.0,623,19841.714366
570.0,988,19850.6236
580.0,901,19858.830513
395.0,679,19865.062437
325.0,802,19872.327625
440.0,886,19880.296073
430.0,833,19887.872596
365.0,573,19893.194353
135.0,459,19897.409744
870.0,1010,19906.402436
535.0,736,19912.822456
390.0,911,19920.829444
405.0,646,19926.630732
525.0,907,19934.642689
570.0,1002,19943.466648
460.0,830,19950.636583
555.0,939,19959.021148
695.0,899,19968.207408
485.0,810,19976.75059
475.0,845,19984.508846
370.0,809,19991.811291
335.0,724,19998.330665
400.0,743,20004.989615
360.0,785,20012.003081
485.0,847,20019.379269
180.0,378,20022.745255
190.0,355,20025.905462
410.0,839,20033.422708
800.0,1275,20044.558686
525.0,829,20051.932025
245.0,647,20058.159611
555.0,1125,20069.699127
155.0,505,20074.997967
290.0,573,20080.973833
545.0,894,20090.211615
520.0,974,20100.440519
780.0,985,20111.576303
440.0,750,20120.736156
70.0,453,20126.240484
650.0,885,20137.22783
545.0,1007,20149.505208
400.0,778,20159.024929
475.0,770,20168.423253
390.0,741,20177.504846
385.0,726,20186.339392
265.0,577,20193.37381
585.0,726,20202.125321
795.0,1284,20217.757594
575.0,772,20227.356042
295.0,673,20235.555944
570.0,883,20246.291021
225.0,501,20252.422163
345.0,801,20262.117305
520.0,711,20270.937926
545.0,944,20282.45651
375.0,601,20289.750606
480.0,911,20300.803121
235.0,587,20308.062173
490.0,1051,20320.821841
335.0,759,20330.128838
340.0,635,20337.765254
610.0,978,20349.695093
435.0,678,20358.102919
290.0,643,20365.798219
685.0,1069,20378.861814
370.0,902,20389.983829
460.0,1008,20402.184973
155.0,327,20406.106485
280.0,552,20412.922081
600.0,1162,20427.027409
545.0,1082,20440.371616
570.0,1219,20455.181426
155.0,408,20460.138315
375.0,729,20468.887884
370.0,630,20476.657864
925.0,1150,20490.535586
435.0,1003,20502.687798
455.0,944,20514.141815
600.0,1058,20527.224449
480.0,1054,20539.986985
600.0,1038,20552.660844
220.0,656,20560.83278
490.0,883,20571.46032
300.0,686,20579.74982
295.0,991,20591.740184
480.0,1102,20605.134807
335.0,791,20614.840477
330.0,643,20622.694226
375.0,793,20632.405489
755.0,1343,20648.923439
340.0,632,20656.582314
415.0,701,20665.117175
535.0,815,20674.965374
335.0,582,20682.194397
350.0,676,20688.938408
555.0,849,20696.615624
365.0,719,20703.109432
345.0,704,20709.553858
155.0,514,20714.298477
270.0,634,20720.198586
295.0,705,20726.565072
360.0,606,20732.075376
250.0,686,20738.346367
530.0,822,20745.854044
195.0,475,20750.267791
160.0,482,20754.75305
300.0,501,20759.358612
670.0,937,20767.980501
355.0,658,20773.932961
300.0,641,20779.74261
600.0,1439,20792.690316
400.0,858,20800.460662
1000.0,835,20808.120461
355.0,880,20816.179752
380.0,626,20821.741215
470.0,760,20828.672187
590.0,1104,20838.694383
460.0,733,20845.258155
620.0,795,20852.457807
680.0,856,20860.357264
755.0,1182,20871.052536
690.0,1194,20881.623428
460.0,823,20889.016384
555.0,841,20896.546995
360.0,665,20902.601687
245.0,553,20907.63067
1045.0,1071,20917.323017
255.0,584,20922.700958
335.0,880,20930.611178
495.0,751,20937.483443
570.0,719,20944.142192
165.0,386,20947.724031
370.0,579,20953.028957
410.0,766,20959.901853
435.0,882,20967.959617
340.0,612,20973.514321
325.0,701,20979.89503
630.0,984,20988.835831
305.0,557,20993.940843
195.0,489,20998.354586
320.0,595,21003.813604
550.0,865,21011.536228
485.0,816,21019.041947
405.0,600,21024.569508
340.0,621,21030.20802
360.0,833,21037.741484
445.0,802,21044.934945
395.0,962,21053.620942
495.0,965,21062.370933
480.0,613,21067.914219
325.0,546,21072.915947
630.0,1062,21082.383588
185.0,483,21086.723626
540.0,850,21094.43083
325.0,588,21099.821108
515.0,1165,21110.259511
300.0,473,21114.568735
230.0,553,21119.590979
365.0,517,21124.229131
160.0,467,21128.528686
595.0,712,21134.971634
570.0,918,21143.229703
600.0,1059,21152.816761
310.0,573,21158.063506
185.0,515,21162.695822
445.0,855,21170.359526
345.0,585,21175.738071
805.0,1112,21185.741272
545.0,1006,21194.778592
415.0,741,21201.605081
285.0,633,21207.33588
395.0,744,21214.11067
500.0,853,21221.730166
325.0,687,21228.076222
455.0,865,21235.804549
300.0,680,21241.944653
160.0,368,21245.369631
395.0,962,21253.993975
230.0,603,21259.455322
360.0,651,21265.432408
425.0,949,21273.973706
645.0,1152,21284.268444
385.0,771,21291.276247
470.0,1213,21302.128314
320.0,897,21310.197868
695.0,914,21318.432424
165.0,467,21322.668773
395.0,862,21330.47428
380.0,582,21335.692653
515.0,992,21344.58026
395.0,787,21351.828867
305.0,636,21357.519184
495.0,856,21365.171246
560.0,705,21371.377609
645.0,849,21378.826784
375.0,586,21384.115351
320.0,714,21390.44464
545.0,1087,21400.258611
320.0,672,21406.339598
440.0,789,21413.507328
575.0,898,21421.562557
395.0,614,21427.068035
525.0,926,21435.604298
335.0,620,21441.210131
360.0,812,21448.721717
550.0,818,21456.117622
425.0,778,21463.141705
360.0,585,21468.209148
150.0,466,21472.26224
330.0,573,21477.248368
260.0,749,21483.772292
535.0,686,21489.980295
500.0,1346,21501.843499
545.0,1182,21512.578798
510.0,700,21520.046326
320.0,730,21526.883254
745.0,949,21535.400067
545.0,988,21544.242528
335.0,732,21550.619154
285.0,634,21556.235509
295.0,653,21561.91589
500.0,823,21569.23179
335.0,729,21575.635329
680.0,947,21583.818152
480.0,768,21590.640546
355.0,771,21598.017431
250.0,748,21605.732798
295.0,833,21614.469967
470.0,776,21622.590985
900.0,976,21632.942238
655.0,1261,21646.501973
265.0,778,21656.078984
410.0,739,21665.008901
350.0,648,21673.067089
140.0,476,21678.880023
470.0,855,21689.269198
330.0,675,21697.4996
545.0,1351,21713.8212
555.0,1170,21728.084838
690.0,772,21737.502552
505.0,930,21746.572234
670.0,1097,21756.508332
205.0,578,21761.768732
460.0,782,21768.742186
460.0,873,21776.645005
405.0,772,21783.636908
255.0,651,21789.54695
190.0,541,21794.434128
330.0,714,21800.936666
400.0,677,21806.865054
295.0,803,21813.914588
300.0,698,21820.245311
560.0,1009,21828.973446
540.0,1077,21838.353323
475.0,900,21846.302551
475.0,735,21852.727364
390.0,664,21858.585446
245.0,615,21863.978605
230.0,700,21870.206878
375.0,652,21876.943468
455.0,950,21886.885592
335.0,535,21892.432421
490.0,1012,21903.118102
235.0,670,21910.333911
685.0,919,21919.997933
380.0,768,21929.413416
860.0,1242,21944.525754
600.0,1157,21958.526085
580.0,1447,21976.113976
515.0,784,21985.750109
725.0,1171,22000.228045
415.0,541,22006.924469
395.0,599,22014.318933
365.0,545,22021.119316
115.0,398,22025.977801
270.0,588,22033.367632
410.0,686,22041.651228
1150.0,1907,22065.257973
750.0,1024,22077.746346
300.0,584,22084.937439
490.0,766,22094.441327
600.0,1004,22105.059231
420.0,737,22111.736574
670.0,924,22120.317078
515.0,999,22129.563137
955.0,1190,22140.404414
575.0,992,22149.399196
185.0,481,22153.843134
410.0,718,22160.369543
345.0,756,22167.253503
375.0,599,22172.691962
355.0,825,22180.216249
265.0,735,22186.866626
540.0,952,22195.626362
505.0,916,22203.866499
525.0,800,22211.088157
455.0,1005,22220.418205
585.0,877,22228.438932
325.0,733,22235.046594
265.0,510,22239.646893
265.0,649,22245.636789
425.0,987,22254.657559
445.0,749,22261.350848
375.0,637,22267.152086
345.0,586,22272.563819
685.0,843,22280.236689
575.0,1123,22290.07311
365.0,639,22295.709042
555.0,1088,22305.30429
250.0,473,22309.480128
800.0,779,22316.351412
455.0,694,22322.542151
205.0,562,22327.653765
570.0,999,22337.195545
365.0,709,22344.237859
505.0,827,22353.024102
745.0,1095,22365.902419
685.0,1081,22378.626079
420.0,784,22389.464301
425.0,777,22409.19333
365.0,638,22429.629738
220.0,576,22474.781443
175.0,535,22517.7699
1125.0,1819,22614.730074
60.0,365,22629.439331
410.0,1025,22639.216744
180.0,597,22644.693774
500.0,898,22652.434056
675.0,949,22660.436514
160.0,446,22664.349077
520.0,891,22672.006765
230.0,587,22677.286918
775.0,1223,22688.036264
600.0,1180,22698.428389
545.0,838,22705.736301
600.0,1082,22714.629143
200.0,463,22718.590819
235.0,572,22723.381791
740.0,1016,22731.94595
320.0,548,22736.861265
485.0,829,22744.425246
480.0,666,22750.245483
320.0,584,22755.291494
945.0,726,22761.693326
290.0,650,22767.506469
530.0,970,22776.986766
710.0,693,22783.36365
410.0,827,22790.759678
470.0,969,22799.184015
530.0,769,22805.924891
1165.0,1681,22820.617565
925.0,1423,22833.057844
470.0,813,22839.941738
325.0,562,22844.77491
795.0,1800,22861.371294
495.0,723,22867.72893
360.0,719,22873.711794
955.0,1754,22888.736979
335.0,705,22894.794246
140.0,404,22898.30107
250.0,530,22902.746436
260.0,690,22908.562296
275.0,532,22913.0321
535.0,814,22919.876668
525.0,957,22927.87763
295.0,728,22934.005343
110.0,364,22937.094769
225.0,622,22942.474503
425.0,1025,22951.12889
455.0,816,22958.102789
305.0,501,22962.442746
365.0,615,22967.621716
355.0,566,22972.36279
315.0,655,22977.839464
65.0,382,22981.051922
540.0,644,22986.579371
355.0,704,22992.503413
170.0,473,22996.427424
280.0,712,23002.351507
425.0,965,23010.406814
345.0,774,23017.0587
430.0,651,23022.631727
470.0,1149,23032.362333
605.0,1080,23041.68744
555.0,981,23050.07304
420.0,943,23058.012171
350.0,538,23062.640865
380.0,773,23069.337819
830.0,937,23077.236691
615.0,679,23083.040715
335.0,643,23088.489122
710.0,693,23094.45833
310.0,627,23099.862224
145.0,401,23103.2981
640.0,784,23109.927485
410.0,772,23116.555527
230.0,564,23121.415868
415.0,716,23127.637402
775.0,1133,23137.407034
575.0,946,23145.429888
455.0,789,23152.116219
345.0,790,23158.846364
570.0,1221,23169.327457
280.0,610,23174.573919
405.0,826,23181.59896
285.0,557,23186.352083
835.0,941,23194.455477
595.0,699,23200.427984
480.0,803,23207.258604
665.0,812,23214.128111
555.0,1386,23226.127449
450.0,841,23233.459672
640.0,848,23240.655254
480.0,872,23248.159249
1220.0,1473,23260.698322
335.0,705,23266.696101
485.0,1123,23276.346176
450.0,1050,23285.451687
275.0,668,23291.259184
465.0,920,23299.182653
470.0,743,23305.460118
775.0,1121,23314.879587
330.0,518,23319.373022
265.0,647,23325.013117
435.0,936,23333.00588
470.0,787,23339.677927
455.0,788,23346.361597
260.0,611,23351.639213
320.0,683,23357.55552
435.0,727,23363.791219
520.0,1033,23372.531432
580.0,1006,23381.05955
415.0,948,23389.308687
135.0,378,23392.580623
805.0,961,23400.69828
630.0,841,23407.85091
255.0,548,23412.551253
225.0,449,23416.466239
755.0,1050,23425.384844
305.0,631,23430.782832
615.0,813,23437.803477
600.0,949,23445.841668
350.0,923,23453.725273
540.0,922,23461.541546
175.0,539,23466.326244
410.0,762,23472.975428
570.0,1039,23481.710617
490.0,1119,23491.315202
310.0,570,23496.249711
385.0,817,23503.384963
580.0,928,23511.330152
260.0,714,23517.44063
650.0,1132,23527.116616
780.0,917,23535.004231
265.0,855,23542.335675
525.0,946,23550.303096
525.0,668,23556.124364
310.0,865,23563.490231
160.0,381,23566.717267
690.0,1273,23577.588869
310.0,580,23582.656518
265.0,550,23587.421506
630.0,772,23594.084224
260.0,574,23598.989769
505.0,830,23606.001565
740.0,996,23614.49665
600.0,967,23622.888535
275.0,530,23627.43284
160.0,384,23630.690648
610.0,813,23637.663357
520.0,930,23645.623449
575.0,814,23652.639624
230.0,565,23657.495172
330.0,546,23662.172135
230.0,613,23667.409243
515.0,603,23672.623005
475.0,981,23681.144547
800.0,957,23689.313601
310.0,590,23694.348005
480.0,718,23700.475074
380.0,848,23707.803979
440.0,737,23714.290164
500.0,914,23722.097843
470.0,690,23728.01986
225.0,455,23731.910994
635.0,1210,23742.345138
395.0,638,23747.908449
175.0,570,23752.825019
600.0,985,23761.112813
250.0,641,23766.542302
430.0,709,23772.685329
605.0,925,23780.719185
75.0,459,23784.751447
415.0,573,23789.744025
300.0,678,23795.613468
175.0,316,23798.400201
455.0,935,23806.512106
540.0,983,23814.982541
575.0,995,23823.384319
385.0,685,23829.265095
470.0,785,23836.164641
440.0,923,23844.206086
570.0,1256,23854.943583
140.0,377,23858.153586
800.0,1256,23868.823742
665.0,682,23874.870583
920.0,723,23881.131161
430.0,733,23887.352336
280.0,622,23892.645451
680.0,1099,23902.091316
640.0,825,23909.108834
495.0,836,23916.17651
310.0,626,23921.536272
600.0,908,23929.278209
615.0,918,23937.042557
365.0,821,23943.978825
280.0,626,23949.37934
835.0,1387,23961.18295
520.0,897,23968.783843
255.0,580,23973.804776
410.0,777,23980.567381
370.0,713,23986.710539
495.0,1090,23995.898723
605.0,1021,24004.606337
870.0,1130,24014.352403
210.0,504,24018.702129
1020.0,1718,24033.409136
415.0,798,24040.193196
575.0,1013,24048.688101
535.0,648,24054.241864
745.0,1039,24063.097339
470.0,784,24069.88834
270.0,513,24074.248783
285.0,587,24079.328744
500.0,746,24085.786406
445.0,736,24092.182874
425.0,996,24100.784312
215.0,493,24105.014575
370.0,709,24111.047313
260.0,577,24115.94232
600.0,1164,24125.771452
320.0,652,24131.324184
600.0,1076,24140.383425
775.0,1237,24150.934266
275.0,582,24155.998268
305.0,625,24161.427805
315.0,538,24166.068644
575.0,986,24174.64834
545.0,940,24183.017877
295.0,627,24188.540003
155.0,514,24193.039207
365.0,851,24200.539347
520.0,957,24208.943908
270.0,575,24213.974124
205.0,576,24219.043828
805.0,1044,24228.039047
160.0,456,24232.156823
365.0,807,24239.265426
560.0,1045,24248.326771
700.0,1261,24259.414262
430.0,654,24265.136854
610.0,1071,24274.427086
545.0,915,24282.555027
135.0,424,24286.305018
295.0,880,24294.086467
585.0,653,24299.784351
1160.0,1216,24310.498443
405.0,891,24318.337572
460.0,887,24326.273489
515.0,1081,24335.843877
470.0,911,24343.734058
550.0,924,24351.320503
300.0,659,24356.822464
315.0,779,24364.107834
720.0,799,24371.198274
600.0,1169,24380.725222
835.0,1350,24393.528303
720.0,1093,24420.02633
875.0,1542,24501.976695
360.0,556,24540.698061
405.0,779,24579.087641
340.0,638,24610.769025
595.0,996,24659.660299
580.0,947,24707.344
500.0,1083,24760.061347
345.0,783,24797.461621
175.0,497,24820.20391
715.0,1184,24876.509388
600.0,996,24924.357008
300.0,653,24956.270272
515.0,923,25000.562655
495.0,847,25041.575211
575.0,972,25088.716346
600.0,1067,25139.55865
425.0,1009,25187.075467
525.0,970,25233.029914
450.0,717,25266.159998
800.0,966,25311.225735
520.0,1065,25361.182634
215.0,703,25392.407275
365.0,625,25414.201687
575.0,1009,25450.007125
465.0,1120,25490.131229
330.0,647,25514.182151
525.0,833,25544.384007
605.0,923,25579.574609
605.0,1047,25632.649424
280.0,566,25661.944508
555.0,842,25703.572091
815.0,1546,25777.885811
510.0,911,25821.009974
485.0,923,25866.85106
200.0,505,25885.672179
315.0,651,25904.146241
195.0,648,25912.640659
550.0,849,25923.215624
385.0,764,25932.888484
550.0,1096,25946.704647
330.0,620,25954.594537
255.0,482,25960.621579
780.0,909,25971.83202
340.0,702,25980.53773
570.0,1044,25993.578093
745.0,862,26004.252809
490.0,941,26015.878556
545.0,1078,26029.018395
265.0,716,26037.977929
515.0,962,26049.702309
295.0,581,26056.883948
315.0,695,26065.753286
470.0,845,26076.306037
670.0,852,26086.904361
495.0,905,26098.290178
410.0,834,26108.696405
475.0,1102,26122.577391
555.0,1068,26135.598416
755.0,1072,26148.950871
185.0,518,26155.514166
340.0,948,26167.44545
290.0,568,26174.41748
545.0,861,26185.099815
570.0,1117,26199.060005
575.0,1091,26212.469957
545.0,940,26224.106941
470.0,1164,26238.697481
440.0,791,26248.466118
605.0,1025,26261.184189
695.0,995,26273.718709
485.0,894,26284.833862
315.0,572,26291.804905
215.0,537,26298.585243
555.0,1104,26312.551131
795.0,998,26324.915097
250.0,588,26332.28251
570.0,1000,26344.836543
230.0,570,26352.013047
500.0,839,26362.539071
450.0,725,26371.5289
600.0,1082,26383.697459
385.0,589,26388.900697
390.0,615,26394.355905
550.0,667,26400.387494
670.0,774,26407.289672
400.0,932,26415.434928
465.0,922,26423.45405
745.0,751,26430.017471
595.0,687,26436.209409
95.0,360,26439.393682
360.0,804,26446.384448
485.0,901,26454.241593
745.0,1005,26463.076934
190.0,382,26466.454589
320.0,551,26471.402236
310.0,609,26476.897138
280.0,693,26483.132712
215.0,594,26488.502062
205.0,506,26493.042318
550.0,1093,26502.614778
720.0,781,26509.423762
235.0,468,26513.494262
545.0,922,26521.601788
370.0,725,26527.976466
400.0,866,26535.537907
360.0,647,26541.237413
425.0,488,26545.624214
765.0,1141,26555.689098
400.0,833,26562.934654
305.0,625,26568.422611
495.0,805,26575.555506
570.0,1145,26585.687624
400.0,796,26592.71118
855.0,818,26599.822891
200.0,443,26603.712295
480.0,822,26611.082095
90.0,359,26614.273395
305.0,576,26619.313713
510.0,983,26627.812748
150.0,377,26631.090187
215.0,457,26635.239301
410.0,993,26644.052797
740.0,1012,26652.816534
325.0,577,26657.829732
690.0,869,26665.484299
340.0,684,26671.636351
480.0,814,26678.765805
550.0,712,26684.995561
635.0,1065,26694.264374
755.0,1069,26703.692307
240.0,635,26709.2867
520.0,1021,26718.181819
335.0,672,26724.203312
520.0,782,26731.173141
575.0,783,26738.175724
605.0,974,26746.636225
205.0,695,26752.72809
475.0,961,26761.252992
485.0,865,26768.901057
225.0,497,26773.248659
295.0,612,26778.583197
155.0,388,26781.975736
605.0,978,26790.55117
150.0,589,26795.797739
470.0,993,26804.589328
435.0,838,26811.931808
515.0,909,26819.854018
395.0,859,26827.373219
490.0,889,26835.326936
500.0,852,26842.876849
425.0,852,26850.445776
425.0,767,26857.285203
355.0,809,26864.424748
435.0,867,26871.993347
605.0,1061,26881.233725
410.0,719,26887.681293
